customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AVGMonthlySpend,Churn_Predicted,Churn_Probability
3841-NFECX,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,No,93.98541666666668,No,0.03875464511534678
4929-XIHVW,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,No,60.55,Yes,0.8825709082997719
6827-IEAUQ,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1874.45,No,66.94464285714285,No,0.026227917426401282
7310-EGVHZ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,No,10.1,No,0.18656918508123094
3413-BMNZE,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,No,22.625,No,0.45065629048826994
6234-RAAPL,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,No,99.33835616438355,No,0.02120746168879166
6047-YHPVI,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,Yes,52.81666666666666,Yes,0.6396372580650547
6572-ADKRS,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,No,75.49574468085106,No,0.2530720178418799
5380-WJKOV,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,Yes,101.40714285714286,Yes,0.5982766255983245
8168-UQWWF,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,Yes,92.11666666666667,Yes,0.6809403045161838
8865-TNMNX,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,No,43.24545454545454,No,0.101847381926011
9489-DEDVP,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,No,68.62464788732395,No,0.015744468547589967
9867-JCZSP,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,No,23.23611111111111,No,0.038390673272443554
4671-VJLCL,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,No,75.96015625,No,0.018287541429291673
4080-IIARD,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,No,70.10357142857143,No,0.26717028545877736
3714-NTNFO,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,No,78.134,No,0.4638353423776672
5948-UJZLF,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,No,32.333333333333336,No,0.35419891722573077
7760-OYPDY,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,Yes,48.05,Yes,0.8178132944277087
7639-LIAYI,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,No,79.5811320754717,No,0.033452442687357004
2954-PIBKO,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,No,60.77285714285715,No,0.009995654645306546
8012-SOUDQ,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,No,87.24431818181819,No,0.48514827225959617
9420-LOJKX,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,Yes,89.15,No,0.49244533553718717
6575-SUVOI,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,No,67.40961538461539,No,0.2302444461427653
7495-OOKFY,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,Yes,70.36666666666666,Yes,0.6539272026669338
4667-QONEA,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,No,73.05491803278689,No,0.027139456331570135
1658-BYGOY,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,Yes,92.23947368421052,Yes,0.7164989456464058
8769-KKTPH,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,No,98.6125,No,0.17093067164458203
5067-XJQFU,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,No,105.61716417910448,No,0.19841492188313567
3957-SQXML,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,No,25.55142857142857,No,0.013566569948969596
5954-BDFSG,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,No,107.58493150684932,No,0.09842780906880177
0434-CSFON,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,No,98.06458333333336,Yes,0.5673028542330821
1215-FIGMP,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,No,89.35573770491803,No,0.31681588262383364
0526-SXDJP,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,No,40.57534246575342,No,0.009205068527044526
0557-ASKVU,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,No,50.37368421052632,No,0.07944789575136227
5698-BQJOH,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,Yes,85.725,Yes,0.6657667854757456
5122-CYFXA,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,No,61.025,No,0.43898125167176155
8627-ZYGSZ,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,No,76.04895833333333,No,0.1941829949843265
3410-YOQBQ,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,No,78.0375,No,0.03524906300486898
3170-NMYVV,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,No,18.25294117647059,No,0.0053476247142485965
7410-OIEDU,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,No,80.66818181818182,No,0.3685980766267167
2273-QCKXA,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,No,24.525,No,0.3798545442325355
0731-EBJQB,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,No,20.578301886792456,No,0.01793100482274253
1891-QRQSA,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,No,109.21538461538462,No,0.07883669648914289
8028-PNXHQ,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,No,22.61269841269841,No,0.007943113087337373
5630-AHZIL,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,No,44.35,No,0.2852015557407255
2673-CXQEU,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,No,107.71052631578948,No,0.18685545536609033
6416-JNVRK,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,No,57.2095744680851,No,0.05114496393477943
5590-ZSKRV,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,No,53.583333333333336,No,0.12636368275597643
0191-ZHSKZ,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,No,68.10645161290323,No,0.2607094580939889
3887-PBQAO,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,No,26.44782608695652,No,0.03171729225451457
5919-TMRGD,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,Yes,39.675,Yes,0.8236184444867791
8108-UXRQN,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,No,47.1125,No,0.35520979896839255
9191-MYQKX,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,Yes,62.1125,Yes,0.5727903626041393
9919-YLNNG,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,No,100.63953488372093,No,0.3170927064789745
0318-ZOPWS,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,No,19.467,No,0.00992669162219636
4445-ZJNMU,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,No,91.875,Yes,0.6922671072757992
4808-YNLEU,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,No,61.540277777777774,No,0.07422084374554239
1862-QRWPE,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,No,21.571428571428573,No,0.005375769497168196
2796-NNUFI,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,No,19.72553191489362,No,0.010617862705820985
3016-KSVCP,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,No,33.641666666666666,No,0.2956111869568731
4767-HZZHQ,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2570.2,No,82.90967741935484,No,0.1932265333263775
2424-WVHPL,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,No,37.35,Yes,0.6978002273256033
7233-PAHHL,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,No,85.28731343283582,No,0.024308092255630624
6067-NGCEU,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,No,107.6818181818182,No,0.3490911305482438
9848-JQJTX,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,No,102.17876712328768,No,0.08916981603696128
8637-XJIVR,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,Yes,71.33461538461539,No,0.499515981690147
9803-FTJCG,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,No,65.95416666666667,No,0.0187807450307986
0278-YXOOG,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,Yes,18.975,No,0.15721107003405957
3212-KXOCR,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,No,20.89056603773585,No,0.005788499030453829
4598-XLKNJ,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,Yes,96.71153846153848,Yes,0.5526759766378251
6380-ARCEH,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,No,10.1,No,0.22073039384318377
3679-XASPY,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,No,9.725,No,0.1779046527036549
7123-WQUHX,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6,No,92.45128205128204,No,0.16045427061755033
5386-THSLQ,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,No,45.18283582089552,No,0.05349642556725768
3192-NQECA,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,Yes,110.31666666666668,No,0.08807636210944401
6180-YBIQI,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,No,16.7,No,0.4554866399035187
6728-DKUCO,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,No,100.0417808219178,No,0.15148370871580866
9750-BOOHV,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,No,28.11060606060606,No,0.07818458409304842
8597-CWYHH,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,No,89.12045454545455,No,0.3060710456140929
2848-YXSMW,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,No,18.67465753424657,No,0.0026142720062996842
0486-HECZI,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,Yes,93.55178571428571,No,0.3314278884240303
4549-ZDQYY,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,No,57.40094339622642,No,0.015733891453700213
5712-AHQNN,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,No,89.86590909090908,No,0.3511998456681109
4846-WHAFZ,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,Yes,75.47763157894737,No,0.4791856572241414
5256-SKJGO,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,No,52.66923076923077,No,0.031073575882714352
3071-VBYPO,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,No,62.1,Yes,0.5353661567128334
9560-BBZXK,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,No,30.44189189189189,No,0.02589161950207623
5299-RULOA,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,Yes,96.78636363636365,Yes,0.5814445798462101
8402-OOOHJ,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15,No,19.88452380952381,No,0.010243992763145304
9445-ZUEQE,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,No,76.84285714285714,No,0.350432145992124
1091-SOZGA,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,No,96.76228070175438,No,0.2701699972393681
2928-HLDBA,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,112.75,No,16.107142857142858,No,0.16192989312271286
0404-SWRVG,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,Yes,57.3875,Yes,0.7308190703128747
6497-TILVL,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,350.35,No,43.79375,No,0.18237356504311963
7219-TLZHO,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,62.9,No,12.58,No,0.16900236208678393
4622-YNKIJ,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65,No,89.0485294117647,No,0.060540700061747534
4412-YLTKF,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,Yes,76.26785714285714,Yes,0.503938285804815
6734-PSBAW,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,No,23.61575342465753,No,0.006716788348184342
3930-ZGWVE,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,No,9.875,No,0.21778022731127092
2639-UGMAZ,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,No,55.35208333333333,No,0.07676027211532524
2876-GZYZC,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,No,86.83214285714287,Yes,0.6041575469489232
6207-WIOLX,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,Yes,57.79423076923077,No,0.27913296152006073
8587-XYZSF,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,No,47.942647058823525,No,0.007084386750216677
3091-FYHKI,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,Yes,17.725,Yes,0.720481923700653
2372-HWUHI,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,Yes,27.08333333333333,No,0.3830409848897981
7799-LGRDP,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,No,27.00454545454545,No,0.017506084693160645
7850-VWJUU,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5,No,74.10416666666667,No,0.271823199023852
3774-VBNXY,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1277.75,No,19.657692307692308,No,0.003974094744880205
6217-KDYWC,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55,No,20.181896551724137,No,0.006729892274236931
0390-DCFDQ,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,Yes,35.225,Yes,0.842281697941019
3146-MSEGF,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,No,88.02260273972603,No,0.019636488226949165
4080-OGPJL,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,Yes,62.62777777777777,No,0.25053571334442915
1095-WGNGG,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,No,96.31048387096774,No,0.1407177182524005
2636-SJDOU,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,No,81.37,No,0.09215362981394506
1131-QQZEB,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,No,24.391666666666666,No,0.005571537460278447
5716-EZXZN,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,No,97.22272727272728,No,0.037679760854787483
6837-BJYDQ,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,No,15.3375,No,0.0861286260964396
2135-RXIHG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,Yes,22.825,Yes,0.545911157384632
6440-DKQGE,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1929.95,No,62.25645161290323,No,0.059097862558620186
3466-BYAVD,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,No,66.9625,No,0.2085694658471259
3780-YVMFA,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,No,62.70555555555556,No,0.3333889697021712
3874-EQOEP,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,Yes,81.9375,Yes,0.7281099030765978
1679-JRFBR,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,No,111.69788732394366,No,0.1281753780364235
9073-ZZIAY,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,No,82.78174603174604,No,0.011585104516620892
3077-RSNTJ,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5,No,16.214285714285715,No,0.13467941222289792
6551-GNYDG,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,No,76.85333333333332,No,0.47307105274470795
9167-APMXZ,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,No,79.21521739130435,Yes,0.5611684039773828
2749-CTKAJ,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,No,18.256521739130434,No,0.037610262164002844
6371-NZYEG,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,1024.0,No,60.23529411764706,No,0.03933520362007426
7554-NEWDD,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,No,22.87272727272727,No,0.03676326760799912
8992-VONJD,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,764.55,No,54.61071428571428,No,0.1453300592780086
0867-MKZVY,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,Yes,75.82619047619048,No,0.3853599662248748
4482-EWFMI,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,135.2,No,45.06666666666666,Yes,0.716466351794243
4648-YPBTM,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3958.25,No,73.30092592592592,No,0.027719555570819107
2907-ILJBN,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,233.9,No,19.491666666666667,No,0.05220305937945688
6345-FZOQH,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1363.45,No,19.477857142857143,No,0.004212803752790749
3376-BMGFE,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,Yes,54.6,Yes,0.6102990368604881
5997-OPVFA,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6254.45,No,85.67739726027396,No,0.021878500189716037
3445-HXXGF,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,Yes,44.93559322033898,No,0.21499578013687426
1159-WFSGR,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,No,18.905882352941177,No,0.08881614838069743
7654-YWJUF,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,No,80.4375,No,0.08263365981634159
1875-QIVME,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,Yes,80.93333333333334,Yes,0.8096935194218979
6727-IOTLZ,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,1181.75,No,78.78333333333333,No,0.06172588668651329
0691-JVSYA,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,Yes,92.59629629629627,No,0.22679111169198302
5918-VUKWP,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55,No,19.83484848484848,No,0.02461039125963062
1744-JHKYS,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,No,22.29142857142857,No,0.09103813065610576
2656-FMOKZ,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,Yes,71.60625,Yes,0.6048724462088497
2070-FNEXE,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,Yes,62.95,No,0.4098049769248207
5947-SGKCL,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1559.25,No,97.453125,Yes,0.6203912968101003
3712-PKXZA,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,No,20.193548387096776,No,0.016022108533288053
6317-YPKDH,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,Yes,14.975,No,0.4601717646878979
6582-OIVSP,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,45.3,No,22.65,No,0.45768486859630164
9367-WXLCH,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,Yes,73.62777777777778,Yes,0.5964547457272402
5524-KHNJP,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,No,72.15588235294118,No,0.06472680376468355
1918-ZBFQJ,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,Yes,79.40357142857144,No,0.3932115747163521
1024-GUALD,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,Yes,12.4,Yes,0.6293634225965297
4827-USJHP,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,No,48.75476190476191,No,0.2370599771320656
8167-GJLRN,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,No,20.5375,No,0.38869723425755215
